label,text
,"$800 - SJSU Student Housing- 123 S 11th St, San Jose CA 95112

More info at: [cf-ld.com/sjsu](https://cleanfloorslockingdoors.com/sjsu-home/)

If you're a student at SJSU, staying at Theta Chi offers a unique chance to live in a social environment with other college students. Over summer rooms are rented out to a mixture of fraternity members and outside tenants.

Rooms come furnished with bed frames and mattresses.

Available May 29th to August 11th

Single room- $800 per month

Free utilities

If you’re interested in this opportunity, check out our website at [cf-ld.com/sjsu/](https://cleanfloorslockingdoors.com/sjsu-home/) and [cf-ld.com/apply](http://cf-ld.com/apply)"
,"Hello,
I am starting my masters at SJSU in August and am looking to rent a room for $1000 or less. Ideally month to month lease or no commitment beyond December so that I can get a feel for the area and community.
A bit about me: I am 24, Canadian and passionate about wildfire (that’s what I will be studying). I enjoy cooking, reading, music, and outdoor adventures. I also like spending time with friends and sometimes have them stay with me if they are visiting from out of town. 
Please message me if you have any leads!"
,"Hello! I am currently looking for a female to take over the remainder of my lease at The Grad in downtown San Jose. The lease would be for the entire months of June and July (the lease ends on July 31st).
Here are some details:
-Price (exact): $1571.95
-  For 2 months it would total to $3143.90
- Private bedroom and bathroom (bathroom is connected inside the bedroom)
- I live with 3 other girls who also have their own private bathrooms and bedrooms
- My roommates are very friendly, sweet, and clean
- There is a cat in the apartment
- Fully furnished room (bed, desk, dresser)
- Fully furnished living space (couch, TV, table)
- All kitchen appliances included (microwave, oven, stove, dishwasher)
- Great amenities (gym, pool, rec room, yoga studio)
- Walking distance from SJSU campus (1 minute)
- Washer and dryer in unit
- Walk-in closet in the room
Let me know if you have any questions!"
,"Looking for a room for the fall semester. Month to month with budget of $800 or less

Probably won’t be there too much as I commute to SJSU and just want a place during the week. Let me know if there’s any openings!"
,"Hello!

I'm a female De Anza student transferring to SJSU next year and looking for somewhere close by! Preferably a studio to live alone, but roommates are acceptable as long as loud company is absent (I am extremely tired of living with roommates that have extremely loud friends over every single day). My max budget is $1000! Thanks a ton!"
,"Hey!

I'm looking to sublease/rent a private room this Summer from roughly May 28th - August 30th.  I am more than happy to share the space with any other roommates who may be there during that time.  I'm a graduate student and am interning in San Jose for the Summer so I will be gone for most of the day.  

If you have any leads or questions, please reach out!"
,"Hi everyone, I am an MBA student from UC Irvine moving to the  Bay Area this summer for my internship along with a classmate. We are looking for a furnished 2-bedroom apartment to sublet from mid-June through August during our internships. Budget Is flexible, please message me privately for more details."
,Hi all! I’m looking for someone to take over my lease at Sparta 505 from August 2023 to July 2024! Rent is around $1300 (utilities included) and you will have your own room with three other roommates (all singles). There are two bathrooms. Girls only. Let me know if you have any questions! Feel free to message me on instagram at @ariannanicole.osa!
,"Hello, 
I have a temporary accommodation available for two females in one of the bedrooms of a fully furnished 2B2B apartment in downtown San Jose and a 5-minute walk from SJSU from 24th May to 1st August.
📌apartment is just above the bus stop
📌pool 
📌billiards and recreational room
📌study lounge on each floor"
,"- Shared Bedroom -
Hello! Looking for 2 females to take over my lease and my friend’s lease at The Grad. The room is a double with its own private bath. ✨
Short term summer lease only (May - July).

My roommates are extremely kind and thoughtful and hope to find someone like that too! The unit is a quiet and calm environment and have never experienced any problems.

- Individual lease is $1160 per person.
- + 11.95 Renter’s Insurance.
- UTILITIES INCLUDED! (wifi included)
- Pet Friendly!
- Private parking garage is also available! 
- Less than 2 minute walk from campus.
- Fully furnished: Each person gets a full size bed, 4 drawers, desk, and chair.
- Kitchen comes with electronic stove, oven, microwave, refrigerator, and dish washer.
- Living room comes with couch, loveseat, center table, TV, and stand.
- IN UNIT WASHER AND DRYER
- AMENITIES: Gym, yoga room, pool, jacuzzi, study rooms, printers, and outdoor bbq area."
,"Hello!

I am looking to sublease a private room during the summer from June - August preferably somewhere close to SJSU campus + Airport. I am a female undergraduate student and will be interning in San Jose during the summer.

If anyone is subletting their place for a short term summer stay then please message me!

Thank you!"
,"AVAILABLE:

Hey guys are you looking for a place to live in the fall? I am looking for anyone that is interested in taking over a lease at The Grad San Jose from August 2023 to July 2024!

The apartment is in downtown SJ and is a two-minute walk from the SJSU campus. The apartment has a D1 floor plan so you would get your own room in a four-bedroom apartment. The rent is about $1527 every month included with all the amenities you would get from staying here (Pool, barbeque area, jacuzzi, gym, in-house washer-dryer, game room, study room) Please let me know if you are interested! Feel free to text for more info at

(669-261-3930)

Linked below is the layout for a D1 floor plan

[https://thegradsanjose.com/floorplan/d1/](https://l.facebook.com/l.php?u=https%3A%2F%2Fthegradsanjose.com%2Ffloorplan%2Fd1%2F%3Ffbclid%3DIwAR1YVQ3ZR-MFDe8vu9ztnvEbXcf-Y3nJa45ehWhW8cLtbEltVJFwOk4Flok&h=AT3nRlyFcpB9_t_n0ufeY10gLPU2h6aeoQs586hImuMAOK9lC_lXtg5QFXx-g7U-9mAE8qyzJv80bUpWBLyyFpiSZqQqm_vg6ligyqgFrt9WeRiaDCvJIF6SANdOuk9_qbd5ghMZa9Sc40kKIquH_XGmFJTl-ZHymJLnhjJLxIewtxKSFjZbzGZVQr3vAMWLAidMKFB0YCFjqEvfZNmkPpTx7C5wo0YSPh2Oqh8fr086mnHYsLuRJ5A&__tn__=-UK-R&c[0]=AT0ekByKcfTz_iAif83phEkAehg1L9jEOPcgwcNCWy4DRscIdp25XQANYus1Ijl9wuXn1GwRW6uXH4mftuoccvOus0B7KAHtkbJDr5LgVpodX7avwFUEwB-N2iB2UNJm5hvD1bA05NDnkTT7llGPOsZJ6em30NYqIjR2scc)"
,"[Available, Female Only]
Hey everyone! I'm reletting a **double occupancy** room (Bedroom A) in a **D1** floorplan (floors **3-7**), where the lease starts August 19, 2023, and ends July 31st, 2024. Rent is $1223, with utilities included! This is an urgent post since I was planning on moving into The Grad next semester but was accepted into another school and need to find someone to take over quick.
* You would be sharing the space with someone else, but it's a very large room. There are separate closets and an attached shared bathroom.
* Super close to campus, probably around a 5-minute walk at most
* Fully furnished (**FULL XL** bed, desk, etc.) & in-unit washer and dryer
* Amenities: pool, fitness center, outdoor areas, study lounges

Please message me ASAP if you are interested or know someone else who would be interested!

The Grad website: https://thegradsanjose.com/"
